msp_name	LD-26	HD-19	LD-38	LD-84	LD-95	HD-67	LD-88	HD-16	LD-7	HD-24	HD-29	LD-36	HD-79	LD-61	LD-46	HD-54	HD-11	LD-49	HD-81	LD-96	LD-74	LD-83	LD-29	LD-24	LD-3	LD-34	LD-68	HD-64	LD-19	HD-45	HD-53	LD-13	LD-5	HD-35	LD-81	HD-22	HD-63	LD-60	LD-55	LD-1	LD-50	LD-15	HD-8	HD-60	LD-54	HD-7	LD-56	LD-43	LD-70	HD-26	HD-62	LD-66	HD-21	HD-50	LD-22	LD-21	HD-9	LD-79	HD-25	LD-6	HD-42	HD-44	HD-49	LD-30	HD-70	LD-11	LD-41	HD-48	LD-91	HD-76	LD-47	LD-14	LD-73	HD-69	HD-59	LD-58	HD-17	HD-39	LD-39	LD-23	HD-75	LD-25	LD-52	LD-64	HD-27	LD-69	LD-27	HD-74	LD-57	HD-18	LD-32	HD-36	LD-42	HD-38	HD-4	HD-10	HD-77	LD-76	HD-52	LD-97	LD-53	HD-72	LD-85	HD-34	HD-40	HD-31	HD-56	LD-4	LD-90	LD-37	LD-87	LD-65	LD-31	LD-17	LD-35	HD-32	LD-63	HD-78	HD-20	HD-30	HD-33	LD-59	HD-83	LD-12	HD-58	HD-13	HD-73	HD-82	LD-75	HD-80	LD-89	LD-48	HD-71	LD-94	HD-37	HD-28	HD-66	LD-98	LD-18	HD-2	HD-15	HD-1	LD-80	HD-57	LD-10	LD-86	HD-23	LD-16	HD-41	LD-28	LD-45	LD-51	HD-6	HD-12	HD-3	LD-8	LD-62	LD-20	HD-65	LD-40	HD-51	LD-93	HD-55	LD-82	LD-71	LD-67	HD-5	HD-68	LD-92	LD-44	LD-78	LD-2	HD-46	LD-33	LD-77	HD-61	HD-14	LD-72	HD-47	HD-43
msp_0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026744588934414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008792522346151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006714041004144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002799861300663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
msp_0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017052811832625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
msp_0003	0.0002911427086859	0.0003097045551977	0.0014647017428086	0.0692155148275012	0.0	0.0002958762529897	0.0002225605231341	0.004526926350796	0.0002642513776908	0.0010270259152481	0.000693787416958	0.0	0.0020742631170392	0.0187040729523587	0.0012401966476372	0.0032280899812136	0.0145726170478091	0.0	0.014227438065755	0.0079366261887638	0.0007447626822112	0.0003935759981029	0.0002675175467757	0.0	0.0015895969749987	0.0008098438222233	0.0	0.0	0.0	0.0002270424844339	0.0032882607707943	0.0003098845824976	0.0	0.0006472799053024	0.0	0.0034038976721158	0.0022378039073182	0.0002844141110112	0.0003086645687493	0.003520981012399	0.0002387340699323	0.0002824242142725	0.0004210622704919	0.0018007352977888	0.0108683606524169	0.0004948160247152	0.0	0.0	0.0002467457967325	0.0	0.0004845121689794	0.0	0.000291559748384	0.0	0.0003013404489859	0.0002168836527126	0.0	0.000203806586831	0.0103284649770249	0.0	0.0013812537945461	0.0005766630507048	0.0007756949626769	0.0	0.0003149955812009	0.0003787926831292	0.0010235900136808	0.0009456476022695	0.0	0.0	0.0	0.0002332972981355	0.0002361080234361	0.0003138562422021	0.0004933287573366	0.0008305261826584	0.0044057884189886	0.0029297924373282	0.0	0.0004479664136058	0.0001936959420889	0.0004598186865705	0.0005222786303561	0.0015474833649158	0.0029879387000937	0.0	0.0	0.0003829137043687	0.0	0.0008691651448792	0.0	0.0178422979647907	0.0036220808765665	0.0065227139600678	0.000618186296634	0.0007606085742094	0.0	0.0	0.0004602419778816	0.0063272542632295	0.0	0.0009830439591813	0.0011622145890927	0.0033954726400939	0.0203469478044582	0.0	0.0015789945057109	0.0153434708270247	0.0002198726124402	0.000532118742883	0.0001599710912554	0.0003442587786484	0.0003574314461712	0.0009707210268149	0.0	0.002868086794746	0.0053519364384991	0.0022237720904491	0.0	0.0028636185459591	0.0002888116128537	0.0002315952430585	0.0002497364356312	0.0631091084452257	0.003090026939696	0.0	0.001444449078309	0.0006068035221044	0.0	0.0007616083434075	0.0	0.0005249610507338	0.0006871385847265	0.002482975455899	0.0038465738013948	0.0	0.0004121536017217	0.0001843835498433	0.0	0.0093229306160833	0.0005428920102241	0.0002966697871805	0.0012532922305296	0.0002915725439302	0.0	0.0003436667666218	0.0002516220698225	0.0012452368190245	0.0004750501323301	0.0003637412592317	0.0	0.0024332600780507	0.0004386983866625	0.00026622503336	0.0062109611188713	0.0	0.0003535559538951	0.0	0.0072455808633951	0.0	0.0131843889766738	0.0	0.0014384534967881	0.002345552681752	0.0054459200283568	0.0002813872568159	0.0009680032152054	0.0	0.0057278683652231	0.0007662108849026	0.0027338895131084	0.0	0.012845665667525	0.0	0.0	0.0	0.0003317062853944	0.0002450402974733	0.0177026446278061	0.0
msp_0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
msp_0005	0.0082998541328698	0.0005143474784684	0.0004289887373289	0.0081335960805533	0.000415629866918	0.0003151830701546	0.009868206151922	0.0006456163304728	0.000394353543454	0.0082076509555564	0.0007755711442923	0.0011703803140397	0.0142793216772236	0.0127922833313734	0.0039344093634086	0.0089823310954088	0.0004942939498522	0.0002735569851484	0.0006127656944644	0.003651785982361	0.0460994150327049	0.0006222370644389	0.0076255798501243	0.0002976226533163	0.0006499546744942	0.0022545612366237	0.0159599048743941	0.0024835109696638	0.0119262444150703	0.0585627906967277	0.0004666965864596	0.0003502075177878	0.0	0.0129673348760983	0.0226457969460724	0.0004073864568221	0.0002610869597374	0.0011783563680167	0.0003046574560141	0.001147846171705	0.0335125954805016	0.003516754464404	0.0005739712301056	0.0003974934027149	0.0002522793715322	0.0012980683287945	0.0004297549546724	0.0023557461009658	0.0026118675646293	0.0009303185197583	0.0004352066892579	0.0028008019637943	0.000232685450119	0.0023361933439107	0.0109387799184568	0.0004822902694414	0.0006035263555987	0.0127584285262475	0.1386098969500482	0.1177555884263754	0.0076832519964327	0.001264642448556	0.0072667312481174	0.0010930217104995	0.000660985495543	0.0001551220766179	0.0006167798392471	0.0016134978143463	0.0028380236726034	0.0365880683517661	0.0010736588663924	0.0075417008052589	0.0096972104038576	0.0004330227943081	0.0046972515398894	0.0002833967905233	0.0027242447063861	0.0002337738732916	0.0	0.0137735449361	0.0015616137741637	0.0089108383197919	0.0142240681107539	0.0004163346646886	0.0015453348288816	0.0255206809503488	0.008329326270422	0.0009398644542219	0.0002535596528025	0.0678332233964022	0.0722391683998067	0.0034645021376513	0.0007855003596155	0.0005958864164321	0.0002209031607037	0.0148690521862363	0.0011449712809698	0.0003477591042725	0.0012893866131882	0.0	0.0005162487317624	0.0011425126470631	0.0	0.0007566642148639	0.0014987793536119	0.0008181734808422	0.0015246383158198	0.0008918320046628	0.0044291532335152	0.0023861630186207	0.0004535131986628	0.0592385622095408	0.02412119668561	0.0214012038503411	0.0026927877789121	0.0	0.0002741079045828	0.0106403771385775	0.0088511782799777	0.0043082303556385	0.0011005782943809	0.0011050380081534	0.0017836098287413	0.0002902048592201	0.0008773183753277	0.0014284671435126	0.0004843182436589	0.0338384819398001	0.001540050249001	0.0054393306591954	0.0470497433648396	0.0003071145870592	0.0007421850986434	0.0113792237047957	0.0027282263555161	0.0009720651214722	0.0032330618755615	0.0003010610706207	0.4760518700000245	0.002763785103651	0.037978591939514	0.0006631800297109	0.0151825807761031	0.0044448509995384	0.0699920360132592	0.0037036552903537	0.0005465546598243	0.0002587079479051	0.0006623152472435	0.4903633872723415	0.0042952469276024	0.022852101637201	0.0002177860506432	0.0008850619129955	0.0036250588768061	0.0014475860492467	0.0116408148585476	0.0004940422980681	0.0005630202690957	0.0002412231501807	0.0004396245043472	0.0014771793039441	0.0003578461643237	0.0153646148742796	0.029124951354098	0.0003401920001962	0.0036389058645913	0.0003856579080453	0.0103757831280706	0.0049570201187055	0.001202880152815	0.0028466235562629	0.0023637334487153	0.0061814082623863	0.0018725065657813	0.000224368312898	0.0017500810084718	0.2314820618841115	0.0005333142024177	0.003804793961351
msp_0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
msp_0007	0.0005012251627791	0.0006274630826919	0.0	0.0104531831121793	0.0443684038672735	0.0019130759496197	0.0002225617674562	0.0015690711564661	0.0005298344967571	0.0180357271535849	0.0036346406104543	0.0006404999755598	0.0091466338888057	0.0007010119436119	0.0041551953593809	0.0062531029645242	0.0034045656998221	0.0699976978286471	0.0005809420675956	0.0124500288822856	0.0054727938680161	0.003665675850821	0.0998254287518299	0.0010635526965186	0.0034059996868587	0.0142198909788957	0.0174011845823001	0.0500655355551185	0.0015044505240449	0.0352750515461355	0.0017087167289175	0.0102621207244879	0.0394395254403057	0.0002186485964495	0.0734144410634067	0.0011633174559961	0.0015880993769634	0.0003759527679682	0.0222908858910666	0.0202814103632732	0.0005309079035937	0.0012616149638732	0.0007773682286556	0.008716006286874	0.0161239175671554	0.014977111707112	0.0468425327303745	0.0158828638080992	0.0124616479631497	0.0021292437150515	0.001979355941856	0.0	0.0023105722612915	0.0128699634308362	0.0003138903132894	0.0481542656635348	0.0005439420573255	0.0050517470166729	0.335982159041569	0.0070991391598235	0.0016925855566024	0.0095049761000717	0.0168207362026887	0.0079029611523979	0.1024470451198143	0.0037833072971387	0.0012029746600062	0.0021038742550372	0.000492622428068	0.0314021010053082	0.0271672062448625	0.0004091770004425	0.0126931849562583	0.0047782012131727	0.0096127418779062	0.0010147077646097	0.0062083722692898	0.0031324390968201	0.0	0.0015702923365307	0.0462147277560711	0.0140867782911433	0.0031875120244282	0.0029638079014682	0.0007701703794774	0.0123060784209274	0.0009460102130137	0.0043675041130313	0.0007281911466475	0.00117850692714	0.0117095937478495	0.0012487559894865	0.0293936727792588	0.0019579795946548	0.0066045075155971	0.0175411136670721	0.0011638095081229	0.000479682502502	0.0238158036253066	0.001655250538721	0.0021360576198237	0.0028900858758	0.0037207988982169	0.0018142285575011	0.0033970113533725	0.0169325965798699	0.0033975824780911	0.0257356548742029	0.025225348147452	0.0131031549066821	0.0148517731121138	0.0014810404748903	0.0865451557318544	0.0022085283874896	0.0027368482271081	0.0034206992341027	0.002254766372742	0.0040689842600832	0.0065931169899404	0.0037753946022113	0.0014806315572859	0.0088987433049291	0.0018742078986885	0.0005462059989185	0.0128871044771199	0.0119807560065493	0.0077781131206515	0.0043612582727916	0.015798029702604	0.0177033201951289	0.0763810649719027	0.0081735012961704	0.0066575303372591	0.0059322641870258	0.0015877296228433	0.0259627957113803	0.0019599416517032	0.0002743047917551	0.0006227873485292	0.000899142783431	0.0006308884006443	0.0149395986594959	0.0169210726344537	0.0024109959273428	0.0014186915197609	0.0007856595094619	0.0069237636438602	0.0079044759334483	0.0005894930240948	0.0269932987538502	0.0002749705470303	0.0064933938616315	0.0039961092589904	0.0005968231661353	0.1345804667719526	0.0207654862780619	0.0004068035975078	0.003262549371327	0.0020630884811709	0.0130991797270783	0.0040970231308586	0.0380740729315138	0.0025960871245992	0.0040815704652474	0.0045118439594844	0.0046113931336456	0.0017094763604587	0.0806352713909172	0.0614951841008584	0.0115471701559567	0.0006646135048196	0.0119639166175374	0.0059795486370107	0.0	0.0029813877271375	0.0552929465807661	0.0053731159114129	0.0010485378294331	0.0084041281102869	0.0018536703119312
msp_0008	0.0002365001311835	0.0	0.0002046780586582	0.0	0.0	0.0	0.0002171278369458	0.0	0.0	0.0012542363801974	0.0032634624511755	0.0	0.0002545115181752	0.0005760520316981	0.0	0.0293740813656064	0.0045647698995455	0.0006007573879528	0.0011806364694463	0.0002128307700896	0.0007631394045392	0.015379246956269	0.0	0.0002728721515499	0.01561372363785	0.0080449471436213	0.0002298285086179	0.028114467948202	0.0002145156790143	0.0	0.0012883204459843	0.0004447231562093	0.0	0.0011379650683715	0.0002153301808816	0.0	0.0052849641925622	0.0	0.0	0.0	0.0006891685670254	0.0004216473185641	0.0045067082131039	0.0003470327494012	0.0127489142709719	0.0	0.0	0.0068453679301358	0.0002468193961334	0.0003172189713476	0.0028382088425281	0.0	0.0	0.0002134366958487	0.0425613012472177	0.0	0.0	0.0	0.0	0.0	0.0003912116715695	0.0005179686556794	0.0	0.0	0.0	0.0	0.0	0.0003958465301169	0.0002510658864823	0.0	0.0	0.0	0.0094323018665568	0.0009395598455118	0.0050779158160186	0.0015491791591244	0.0012567861856238	0.0002361418979226	0.0301112053518322	0.0	0.0	0.0	0.00805907310932	0.0004578725621544	0.0161119187340435	0.0002408825991192	0.000683859611766	0.0	0.0002392137493159	0.0018181564435921	0.0	0.0042903121383352	0.0	0.0144945867468269	0.0007396837474141	0.0017228028142018	0.0002637171475243	0.0002829073545769	0.0029121417764659	0.0003054093605482	0.0	0.0038630373454675	0.0002847389399164	0.0125541749693348	0.0338667435359972	0.0066209542581511	0.0002706930967125	0.0156661035707926	0.0002637386597746	0.0003222010357186	0.0	0.0005847075005543	0.0	0.0002290771940591	0.0	0.0013365691964866	0.0100656216462781	0.0007517577797664	0.0	0.0	0.0023229346487684	0.0018832232661729	0.0002262098657235	0.0	0.0	0.0	0.0084714971180689	0.0	0.0	0.0007617058551986	0.0002793838471641	0.0011635065934855	0.0040771441022983	0.0003409482527131	0.0119890975633591	0.0006193914770351	0.0255947048517855	0.0002060492316994	0.0	0.0037426369688022	0.0	0.0	0.0	0.003657229980047	0.0004794957331476	0.0004443000696309	0.000245250264652	0.0062443859785138	0.0051553897233486	0.0	0.0	0.0002182723870357	0.0001718310788469	0.0	0.0016604808469185	0.0	0.0	0.0008065302982597	0.0017882003655594	0.0	0.0009023092221479	0.0002532791622626	0.000691920914476	0.0043964549385861	0.0	0.0008227207184244	0.0007097080397292	0.0002141784665289	0.0001864685305396	0.0	0.0001815161389304	0.0002316365929715	0.000318503982193	0.0	0.0	0.0004906024331666	0.0020075596448065	0.0002505852931389	0.0430648972730012	0.0013788363332102
msp_0009	0.000250410630226	0.0004362724620595	0.000429846018214	0.0011144410459333	0.0009128128869911	0.0003303676654543	0.0003507494612713	0.0003641795747155	0.0	0.0004504595817594	0.0002805193027801	0.0053949932183057	0.0003185873012556	0.0044358625331222	0.0053557709672539	0.0003456352079057	0.0003956340004011	0.0	0.0	0.0042285612026099	0.0004110363694574	0.0006271146177815	0.0009776418159497	0.0004003620566812	0.0003134179880155	0.0004973523515939	0.0	0.0018241975381701	0.0	0.0014524714562419	0.0	0.0005387314392035	0.0004366259875951	0.0002766841930101	0.0028705897147092	0.0002567584330509	0.0	0.0	0.0003583341415259	0.000373935419858	0.0	0.0	0.0005168014739153	0.0	0.0004463060918216	0.0002938304479303	0.0034403948793589	0.0003652234602042	0.0003039592063101	0.0	0.0	0.0007434367610151	0.0002865536405315	0.0003351403205115	0.0005269815674799	0.0014828431801778	0.000258587981482	0.0025434084842368	0.0841460535745787	0.0003315589536414	0.0	0.0004678802272537	0.0003501675023674	0.0003517029704441	0.0004713325431382	0.0002965443319231	0.000369157150989	0.0	0.0020218530333551	0.0013036653812734	0.0003465014062416	0.000797462106122	0.0005843450329995	0.0004429049647842	0.0	0.0004724458929381	0.0005227756736123	0.0004019899072481	0.0017711563932518	0.0033381299810771	0.0005624073392601	0.000411821569676	0.0004182475265853	0.0003971895487671	0.0003728372042585	0.0	0.0005451711971463	0.000398981025771	0.0	0.0002138335158718	0.0003917453741234	0.0003857383403546	0.0003605397704241	0.0002705581076044	0.0	0.0006490886928113	0.0004711888714705	0.0	0.0008975994934462	0.0002947329427019	0.0004988446372651	0.0002961676360523	0.0002712098940469	0.0002945009535496	0.0	0.002148377053495	0.0005214383115938	0.0004947775365192	0.0005711862401194	0.0004064175345898	0.0009291081921823	0.0004024602495806	0.0311398059623522	0.0004298690571706	0.001164127896254	0.0003082697711276	0.0003014426923799	0.0003588066598951	0.0	0.0	0.0003389492235138	0.0004150680515892	0.0	0.0020201882668445	0.0003964535235626	0.0004048228579502	0.0003373413697526	0.0009845125456748	0.0004448888342449	0.0004094504978477	0.0	0.0003458287525146	0.0003317809754569	0.0004544444662069	0.0002103228659875	0.0013189733558181	0.0	0.0002939409184404	0.0005317937196392	0.0003055679435612	0.0	0.0005411899381603	0.0005264916087723	0.0003080944521208	0.0003496663735454	0.0005192995830966	0.0003437915158369	0.0007957173332903	0.0	0.0004978692223838	0.0	0.0007732231428577	0.0002070099230897	0.0003160108130819	0.001736937308987	0.0011999112711664	0.0125638035898974	0.000374327457584	0.0006619413959959	0.0009651186612946	0.000249827457764	0.0003277082937211	0.0	0.0002901082761774	0.0016959847887929	0.0005347255695131	0.0003907869484426	0.0007046488282602	0.0024294786737961	0.0002610566419747	0.0005199930877452	0.000281360997596	0.0003643833953552	0.0	0.0005141141446191	0.0004918176980905	0.0008782487170543	0.0	0.0002638038735869	0.0
msp_0010	0.0125361654427282	0.0332344363684407	0.0290943080146799	0.0003887673055929	0.0	0.0021154328139626	0.1628443106741535	0.0266411551658823	0.0004042601414682	0.0002781481578771	0.001030694374882	0.0320943433355919	0.0003924119357595	0.0059208944578378	0.0003724771304138	0.0022335726143193	0.007548393268073	0.0002831038030791	0.0003081897404019	0.0002835048998688	0.0002344662033254	0.0002309944029011	0.0052774644619194	0.0046024280836007	0.0008799245152294	0.1185741621944388	0.0459967842793434	0.0004627903713194	0.0002117978906403	0.0212709354732002	0.0002043176559567	0.0005910908059094	0.0002382108778778	0.0020978446937579	0.077428472714663	0.0227269969575923	0.0001996680254442	0.0001701737828145	0.0001910593558118	0.001719227782445	0.0352938360722991	0.0	0.0001517303959166	0.0017974823738456	0.00017552862844	0.0006718071789897	0.0	0.0003785110646842	0.0002815708333594	0.0	0.0002223675993538	0.0006779667520022	0.0030251167519059	0.0001599227248655	0.0001546880528927	0.0002049665196881	0.0	0.0007134429188972	0.1012795948239674	0.0001234205439279	0.0002222972580026	0.0020442315785088	0.0002388318030376	0.0028978890213565	0.0560243706955522	0.0001490165332185	0.0001353989027201	0.0009612002243567	0.0002352226767469	0.0209335253123025	0.0009599110167599	0.000181584842174	0.0232290899096839	0.0003480664572913	0.0091685675388066	0.0002167335897282	0.0034991904152773	0.0005171845645344	0.1005468615568872	0.0001937382814017	0.020866852756412	0.0017235348789187	0.005316276729881	0.0057504633235813	0.0001357711741428	0.0004876533378829	0.0190886610931698	0.0333570589374886	0.0008330078896462	0.0080332224130434	0.0210133670869617	0.0042267965337383	0.0019859534154182	0.000439069201069	0.0001419417379517	0.0	0.0002495818975625	0.0002722671600916	0.0077823173412579	0.0	0.00021699372658	0.0012425760955237	0.000357064625234	0.0002845669153132	0.0	0.0	0.0274691840389374	0.0001957628213036	0.0004382701324956	0.0072708030786002	0.0082469819195107	0.0023063847050242	0.0015008824086433	0.0010421908946344	0.0618005664781403	0.0079298920410868	0.033296211025923	0.0586669438698428	0.0001529847577244	0.0	0.0001793815035478	0.0029254927611427	0.0074639479427989	0.0002411414578237	0.0368401379802708	0.0	0.0002549968027966	0.0004347487141642	0.0374883379798222	0.0003172203928048	0.0549324868384555	0.0108835653071735	0.0023031084125371	0.0006888028166075	0.0001888651989583	0.0005410621009031	0.0002819302676391	0.0004388255423972	0.0002630108168868	0.0001553425242363	0.0038770399824277	0.0073407156866006	0.0009495244866562	0.0012805391879241	0.0012776746513932	0.000205824210366	0.0	0.0012768693353289	0.0	0.005849845240414	0.0001914400302829	0.0106080447890745	0.0002221560316832	0.000775384007365	0.0002400156064687	0.0469541348462882	0.6700320247875309	0.0164957177326832	0.0248728359701911	0.0023849561015742	0.000262981730461	0.2053586272952978	0.0053516256792125	0.0013805376094274	0.0002169822584005	0.0003545651213539	0.001994457790488	0.0264834409191788	0.0487141734633635	0.0004398721815463	0.0002139127202199	0.0102119591973018	0.0017122786602244	0.2000437398085206	0.0164783600141122	0.0	0.0157772366827005	0.0009430181912182	0.0002312596105965	0.0
