rownames(X)	SAMN06110107	SAMN06110457	SAMN06110421	SAMN06110308	SAMN06110270	SAMN06110180	SAMN06110332	SAMN06110091	SAMN06110222	SAMN06110311	SAMN06110441	SAMN06110249	SAMN06110326	SAMN06110167	SAMN06110252	SAMN06110427	SAMN06110345	SAMN06110043	SAMN06110384	SAMN06110061	SAMN06110182	SAMN06110240	SAMN06110205	SAMN06110279	SAMN06110216	SAMN06110121	SAMN06110412	SAMN06110029	SAMN06110299	SAMN06110381	SAMN06110269	SAMN06110256	SAMN06110203	SAMN06110195	SAMN06110221	SAMN06110290	SAMN06110083	SAMN06110128	SAMN06110237	SAMN06110211	SAMN06110330	SAMN06110312	SAMN06110281	SAMN06110034	SAMN06110353	SAMN06110022	SAMN06110052	SAMN06110048	SAMN06110433	SAMN06110184	SAMN06110135	SAMN06110329	SAMN06110018	SAMN06110246	SAMN06110172	SAMN06110368	SAMN06110239	SAMN06110095	SAMN06110297	SAMN06110407	SAMN06110002	SAMN06110141	SAMN06110372	SAMN06110320	SAMN06110070	SAMN06110051	SAMN06110223	SAMN06110417	SAMN06110115	SAMN06110186	SAMN06110026	SAMN06110187	SAMN06110414	SAMN06110082	SAMN06110366	SAMN06110331	SAMN06110072	SAMN06110125	SAMN06110344	SAMN06110144	SAMN06110271	SAMN06110157	SAMN06110293	SAMN06110214	SAMN06110264	SAMN06110163	SAMN06110025	SAMN06110233	SAMN06110257	SAMN06110103	SAMN06110057	SAMN06110032	SAMN33693026	SAMN33693400	SAMN33693294	SAMN33692934	SAMN33693119	SAMN33692978	SAMN33693321	SAMN33692982	SAMN33693364	SAMN33692902	SAMN33693309	SAMN33693223	SAMN33693381	SAMN33692932	SAMN33693273	SAMN33693266	SAMN33693238	SAMN33693022	SAMN33693323	SAMN33693409	SAMN33693014	SAMN33693065	SAMN33693382	SAMN33693075	SAMN33693076	SAMN33693010	SAMN33693378	SAMN33693195	SAMN33693336	SAMN33693044	SAMN33693141	SAMN33693306	SAMN33693412	SAMN33693353	SAMN33692900	SAMN33692957	SAMN33693367	SAMN33693198	SAMN33693385	SAMN33693355	SAMN33692901	SAMN33693416	SAMN33693138	SAMN33693155	SAMN33693157	SAMN33693069	SAMN33693275	SAMN33693061	SAMN33693239	SAMN33693053	SAMN33693021	SAMN33693303	SAMN33693319	SAMN33693042	SAMN33692923	SAMN33692999	SAMN33693348	SAMN33693386	SAMN33693329	SAMN33693270	SAMN33692914	SAMN33693178	SAMN33693245	SAMN33693271	SAMN33693233	SAMN33693403	SAMN33693193	SAMN33693083	SAMN33693318	SAMN33693316	SAMN33692918	SAMN33693150	SAMN33693259	SAMN33693034	SAMN33693240	SAMN33693201	SAMN33693106	SAMN33693051	SAMN33692940	SAMN33692949	SAMN33692988	SAMN33693302	SAMN33693398	SAMN33693359	SAMN33693030	SAMN33693304	SAMN33693369	SAMN33693183	SAMN33693339	SAMN33693149	SAMN33693379	SAMN33693237
msp_0213;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor;Flavonifractor plautii	0.0001633496172041	0.0003598928830721	0.0002656213451223	0.000322963745076	0	0.0001951101131467	0.0006378601362471	0.0002949660116161	0.0001948018581252	0.0003557166590937	0	0.0002045404395539	0	0	0.0002461476964301	0.0004058598284181	0.0007175804320268	0.0003362192985104	0.0004380391178821	0.0002068500723017	0.0036444668408884	0.000187631031783	0.0001936125584865	0	0.0003879913468619	0.0002611722006846	0.00016891355647	0.0001924717500082	0.0002844626086529	0.000320359500434	0.0005540350407804	0.0003063461326624	0.0004612738979144	0.0015807042726967	0.0003105477263946	0.0002119467187869	0.0002253265505382	0.0001899230567838	0.0017487738631878	0	0.0008371241427565	0.0001869853445367	0.0010222889360482	0.0002307561552019	0.0002040402402806	0.000217340370913	0.0005656875357843	0.0002744361509473	0.000440119466468	0.0003707411842611	0.0032337037406279	0.0002947672317856	0.0003108122075025	0.0002130341244316	0.0004285365210255	0.0003068584256455	0.0001720454629895	0.0002541743869763	0.0001811682996428	0.0006312271987366	0.0002562142723247	0.0002184702004839	0.0003023605901056	0.0008977433112372	0.0002313908011791	0.0002302843704262	0	0.0005589892529688	0.0003931694392873	0.0002304748459363	0.0002907112378649	0	0.0005429374206058	0.0003071334987653	0	0.0004310518291764	0.0002067620993266	0.0001415591222234	0.0001803402798158	0.0002361576809803	0.0003428507652078	0.0018613776550455	0	0.0027770276259558	0.0013215429755854	0.0004707918689699	0.0003209352155011	0.0002725814891018	0.0002592481841916	0.0005893540190923	0.0001985818645622	0.0002419999188349	0.0002172189015188	0.0004014893745375	0	0.0004144699279537	0.0087870041320045	0.0002274714458652	0.0001892691257411	0.0002240540503748	0.0001472971325017	0.0001568611324624	0.0005080938342153	0.0016218816271232	0.0032850359069869	0.0003091930923577	0.0002494380183583	0.0006147956513223	0.0031175288697492	0.0005169234788502	0.0025685416127582	0.0002959577050321	0.0003598025241425	0.0006929314475136	0.000158025088099	0.0002699331349359	0.0002282037445421	0.0003300017198147	0.0003071580491566	0.0004629667279737	0.0002534721973954	0.0001366390943151	0.000159049398313	0.0003599497313732	0.000408687281502	0.0011561660508071	0.0005779937419827	0.0086504282839036	0.0063159152292507	0.0011835231865552	0.0001991251102848	0.000237081016615	0.0013012655689582	0.0003366773005369	0	0.0010291476903659	0.0004380691279442	0.0009861464435801	0.0002041479701458	0.0010299832873956	0.0001449501623989	0.000159196155362	0.0002445283691463	0.0041656129393195	0.0002425992595879	0.0001846063833407	0.000199317407142	0.0013662166665069	0.0001526220236209	0.000185682962917	0.0230837242312152	0.000330038912161	0.0003269699665488	0.0008040592522566	0.0064526483794384	0.0010692351468896	0.0002900583531311	0.000362305188527	0.000323348616853	0.0001448721241959	0.0002624657211339	0.0054669772970507	0.0117616965866299	0.000579840246499	0.0003495435321997	0.0002131436483238	0.0001380361360332	0.0022330929877926	0.0005153694471237	0.0003020632446074	0.0002393032505475	0.0007750022433948	0.0004702537622403	0.0002783961353702	0.0002129832211947	0.0008606811310525	0.0002496926720257	0.0068270796720079	0.0048543511196884	0.000266265824311	0.0122874969932722	0.000275674691472	0.0003125896070289	0.0018108903811996
msp_0214;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes avistercoris	0	0	0	0	0	0.0024684220617601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307157089592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105115393405029	0.0090851730632185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0297343585953641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0793043003328819	0	0	0	0	0.0194123784288758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042764500762845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
msp_0215;Bacteria;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister hominis	0	0	0	0	0	0.0071274533654681	0	0	0	0	0	0	0	0	0.0538494971809131	0	0	0.0015507245929732	0	0	0	0	0	0	0	0.0157591631967486	0	0	0	0.0002938908027278	0	0.0113356486867956	0	0	0	0	0.0171018181161945	0	0	0	0	0	0	0	0	0	0	0	0.0220662941306852	0	0	0	0	0	0	0.0077163771538795	0	0	0.0016348859357812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0089974578361526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048633607144049	0	0	0	0	0	0	0	0.0002134266815203	0.0077745910250924	0	0.003843019938009	0	0	0	0	0	0	0.0003368390487688	0	0	0	0	0	0	0	0	0	0	0	0	0.002751879162705	0	0	0	0	0	0	0	0	0.0004926081330545	0	0.0045823627438572	0	0	0	0.0128267557497644	0	0	0	0	0	0	0	0	0	0	0	0.0044592681233424	0	0	0.0225170350777923	0	0	0	0	0	0	0	0	0	0	0
msp_0216;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;Odoribacter laneus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001403103226385	0	0	0	0	0	0	0	0	0	0	0	0	0.0075825847923815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0082294970683927	0	0.0179178149450093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001017122862906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
msp_0217;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Mediterranea;Mediterranea ndongoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
msp_0218;Bacteria;Bacillota_A;Clostridia;Christensenellales;Christensenellales CAG-74;Christensenellales CAG-74 SFHK01;Christensenellales CAG-74 SFHK01 sp004556395	0	0	0	0	0.0007972242188535	0	0	0	0	0	0.0001710045269456	0	0.0002638756324828	0	0	0	0	0	0	0.000218915824937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008989057570406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002402588430966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000374940298759	0	0	0	0	0	0.0040171036652948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001518586851162	0	0	0	0	0	0	0	0	0	0	0.0003000129165967	0	0	0	0	0	0	0.0003837682393014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021850418958139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
msp_0219;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp902388495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
msp_0220;Bacteria;Pseudomonadota;Alphaproteobacteria;Alphaproteobacteria RF32;Alphaproteobacteria RF32 CAG-239;Alphaproteobacteria RF32 CAG-239 51-20;Alphaproteobacteria RF32 CAG-239 51-20 sp001917175	0	0	0	0	0	0.0032558374248114	0	0	0	0.0003867198703688	0	0	0	0	0	0.0033269850270733	0	0	0	0.000229966874996	0	0	0	0	0	0	0	0	0.0014910341994454	0	0	0	0	0	0	0	0	0	0	0	0.0002263444638836	0	0	0	0	0	0	0	0	0	0	0.0004055757158205	0	0	0	0	0	0	0	0.0002003900153606	0	0.0024472821268916	0	0	0	0.000401281713141	0	0	0	0	0	0	0.0001767708104544	0	0	0	0	0.0001815696721067	0.0029391328867664	0	0.0003506869359217	0	0.0001652103431634	0	0.0008609396375647	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285459445096845	0	0	0	0	0	0	0	0	0.0082511500845123	0.0399005091967275	0	0	0	0	0	0	0.0023773407634211	0	0	0	0	0.0449014353893305	0.0006127981867826	0	0	0	0	0.0018395341547737	0	0	0.0001671534598537	0	0	0	0	0	0	0	0	0	0.0036537662764649	0	0	0	0	0	0.0335785539402653	0	0	0	0	0	0	0.0006441904652164	0	0	0.0045878926065785	0.0007809778591202	0	0	0	0	0	0	0.0490071971093649	0.0158239117097494	0	0	0	0	0	0	0.0004631140793952	0	0.0070235760265709	0	0	0	0.0006877431889014	0	0	0	0	0	0
msp_0221;Bacteria;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus intestini	0	0	0	0.0013476004499288	0	0	0	0	0	0	0	0	0	0	0	0	0.0125589499354451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012521380801798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009537288152897	0	0	0	0	0.0005109431287044	0.0002759275986916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0367401128310181	0	0	0	0	0	0	0	0	0	0	0.0005775994158258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011906188281252	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011327306962379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002498918584424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0093880990655867	0	0.0042124923273857	0	0	0	0	0	0
msp_0222;Bacteria;Bacillota_A;Clostridia;Clostridia TANB77;Clostridia TANB77 CAG-508;Merdicola;Merdicola sp001915925	0.0005814207643183	0	0	0	0.0028648419778632	0	0	0.0134545151492253	0.0006992774528997	0	0	0	0.0011160325861047	0	0	0	0	0.0045365015989294	0	0.0003987394163687	0	0	0	0	0	0	0	0.0142363698973811	0	0	0	0	0.0092669149339492	0	0	0	0.0003204664455386	0.007253131751958	0	0	0	0	0	0	0.0080334354935544	0	0.0005087120579773	0	0	0	0	0.0044838466819385	0	0	0	0	0	0	0	0.0072375313121454	0	0	0	0	0.0030577618949305	0	0	0.0005096801464753	0	0	0.0038772548036559	0	0	0	0	0	0	0.0001842422256997	0	0	0.0006186540570715	0	0	0	0	0	0	0	0	0	0.0032215981784139	0	0	0	0.000275266512126	0.0002878399873784	0	0	0	0	0	0.0005136154271211	0	0	0	0	0	0.0003733738294102	0	0	0	0	0	0	0	0	0.0019771389750163	0.0002547249479337	0	0	0	0	0	0	0	0.0003385924114547	0	0	0	0.0003943401070976	0	0	0	0	0	0.0002653865229857	0	0	0	0.0046937569548179	0	0	0	0	0	0	0	0	0	0	0	0	0.0001692359536877	0	0	0	0	0	0.0004742352010145	0	0	0	0	0	0	0	0.000498303908617	0	0	0	0.0004101121101464	0	0	0.0004194572292334	0	0	0.0006482364525925	0	0	0	0	0	0.000303689413619	0
msp_0223;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus sp000154245	0	0	0	0	0.0044226677498157	0	0	0.0003446062740768	0	0	0.0005916247087857	0	0.020194088486117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007266374662801	0	0	0	0	0	0.0156240980504815	0.0002190740696965	0	0.0007662284671005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009262445778952	0.0054925221000706	0	0.0286275786387201	0	0	0	0	0.0008654773686423	0	0	0.0010946035899703	0	0	0.0044587146879699	0.000469950195225	0	0	0.0594623492605381	0	0	0	0	0	0	0	0.0130283238487534	0	0	0	0.0071663836379716	0	0	0.0020552615231656	0.0002228390334038	0	0	0	0	0	0	0.0001897694812472	0	0	0.0002400262029865	0	0	0	0	0	0	0.0003998538596695	0	0	0.0002756677935835	0.0001896358281924	0	0.0002404481451191	0	0	0	0	0.0006493566130423	0	0	0	0	0	0	0	0	0	0	0	0	0.0056407849785644	0	0	0	0	0	0	0	0	0.0001853812468521	0	0	0.0001512666180893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001521313731303	0	0.003295090649235	0	0	0	0.0002073592541457	0	0	0	0	0	0	0	0	0	0	0.0037197684165089	0	0
msp_0224;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella copri_A	0	0	0	0	0	0	0	0	0	0	0.0110795258680892	0	0.0324093388185442	0	0.0665842953639335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038076174572144	0	0.0390694206744372	0	0	0	0	0	0	0	0	0.0468694405607171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391196457886946	0	0	0	0	0	0	0	0	0	0	0	0.0067285482098138	0.0881832266726583	0	0	0	0	0.0994638537672415	0	0	0	0	0	0.0054433510274343	0	0	0	0	0.334010806967221	0.232870759132003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0250132145809321	0	0	0	0	0	0	0	0	0	0.0086342490377338	0	0	0.428121862352032	0	0	0.0001882040991534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.631943336507648	0	0.0001464726603417	0	0	0.422320304308093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
msp_0225;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes communis	0.0008383265036877	0.0002291798749884	0.0040560293524796	0.0009913347139201	0.0022270623637029	0.0054019660543068	0.0024664111307184	0.0038388780996435	0.0032893471731641	0.0019889531253234	0.0001482128375008	0.000174830559446	0	0.0005866918164867	0	0.0002769734856863	0.0003592897948074	0.0003587897228154	0.0024846253140625	0.0016844345825913	0	0.000957402807279	0.0010640332398034	0	0.0003224329490428	0	0.0027286109887522	0.0004460088022464	0.0125883456695295	0.0014685286330544	0.0005083601155319	0.0022645191247076	0.0058161825150317	0	0.0020158632992019	0.0013011276617916	0.0007465435432718	0.0022022860668072	0	0.0005550283537155	0.0011819377492301	0.0006549204627501	0.0004250134776017	0.0029404318215165	0.0010227893882033	0.0011635453422847	0	0	0.0037045225437545	0.0017592067009891	0	0.0026748951397826	0.0002824966155876	0.0009872171618115	0.0074834684010502	0.0029518668833726	0.008273817619572	0.0028190679930356	0.0010083633416397	0.007379887028986	0.0003191796772663	0.005025812856437	0.0012306702547384	0	0.001104187699025	0.0005040767146054	0.0053504679288453	0.0006111074648694	0.0010819696323543	0.0003033237974929	0.0005129992704395	0.0002037058041092	0.000375062015077	0.0012078596868062	0.0034035316590426	0	0.0001651195671031	0.001469034897597	0.0032948575317608	0.0012072779360756	0.0020581543400654	0.0001861967606275	0.0004272649274336	0.0005266704226986	0	0.0016159669231545	0.0003408305279001	0.0034357454945877	0.0014592922975905	0	0.000742538051617	0.0006351553107916	0.0045387795321384	0.0009015138806944	0.0002099112467323	0.0128286986997276	0.0214013010969569	0.0049306678162408	0.0064903696427164	0.0117915531505491	0.0021925093776115	0.0063443422199965	0	0.0026953401105481	0	0.0015481620969103	0.0034413866847926	0.0186792374994744	0	0.0169926788925731	0.0398389706916995	0.0163506009498506	0.0042221590696497	0.0175124213350175	0.0225828704989736	0.001180489206262	0.022347870890527	0.0029906993802547	0.0235311195205957	0.0139190303128309	0.034674893309966	0.0109877809898609	0.0139245758792124	0.0162183203074086	0.0125083565309995	0.0296602185188413	0.0040868202871059	0.0016240452632902	0.0175401088317005	0.0043161907675863	0.0786685373134008	0.0088071633485143	0	0.0034903041500491	0.0001822496490138	0.0126229777742935	0.0077671734478986	0	0.0058757154239653	0.0298731096995161	0.0002439306064704	0.0075375367493688	0.0050799432013147	0	0.0413470717239336	0.0181127921556296	0.0059144176533015	0.0053654077105694	0.0025301701097067	0.0045140827975328	0	0.0186681353436629	0.0106099510282367	0.0237705242335997	0.0087680143542169	0.0102866068798739	0.002598120460705	0	0.0091026297991744	0.0047731891475919	0.0006565655694606	0.016500474854215	0	0.000858750468646	0.0709510397272027	0.0009379548824141	0.0085947353030178	0	0.0148831147327827	0	0.006587315785589	0.0177603840750509	0.015669746046943	0.0130656133976102	0.005625535969335	0.0102065609685428	0.0057883966900297	0.0172022944711591	0.01190025538679	0.0095415282658056	0	0.0081464805653136	0.0248497100757691	0.0067271747876436
msp_0226;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Mailhella;Mailhella excrementigallinarum	0	0	0	0	0.0002660502277613	0	0	0	0	0	0	0	0.0001386361708274	0	0	0	0	0.000410527835959	0	0.0003736986378709	0	0.0008660129399011	0	0	0	0	0.0009346321484398	0.0002006333259523	0	0.0006919264591589	0	0	0	0	0	0.00067709344355	0	0	0	0	0	0	0	0	0.0006614840986245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002038569079734	0.0003180539791197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004905263650603	0	0.0001680195543594	0	0	0	0	0	0.0001301005580489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063428053851105	0	0	0.0011374505696284	0	0	0	0	0	0	0.003445255170147	0	0	0	0	0	0	0	0	0.0046280021876582	0	0.000170530488377	0.0024748158315212	0	0	0	0	0	0	0	0.0044604080137233	0	0	0.0021442494700833	0	0	0	0	0	0.0050218888712368	0	0	0	0	0	0	0	0.0004356888080274	0	0	0	0	0	0	0	0	0	0.0010575466292168	0	0	0	0	0	0	0
msp_0227;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira sp900316325	0	0.0004966398860108	0.0004111018860775	0.0003446884613548	0.0002447299082505	0.003430663496523	0	0	0.0018950559384795	0.0060517939478955	0.0003980554890996	0	0	0.0020594029492427	0.0018914051892602	0.0006193784769936	0	0.0010490367844673	0	0	0	0.0002908440061547	0.0007001559172277	0	0.0003164017721155	0.0008315072683201	0	0.0051303827319984	0	0.000238111391205	0	0	0.0006356613192996	0	0.0018690765832084	0.0026294221716375	0.0005879163859456	0	0	0.0002832257001312	0	0.0005640482750059	0	0	0	0.0036666288486544	0	0	0	0.0018617772096445	0	0	0.0005722853892364	0.0003820741970392	0.0008472054394583	0.0019561396740878	0.0002111705204892	0.0002799531794727	0	0.0003919355666054	0	0.001667622947971	0.0002809908364797	0	0	0	0	0	0.0003037350955867	0	0.0003934740563792	0	0.0003552970197859	0.0002465413577908	0.001941483450685	0.0051526967506673	0.000394179995044	0.0004234441771365	0.0004650978790356	0.0005923975986671	0.0002999258189983	0	0.0032834573218006	0.0003272388870885	0.0003671274224564	0.0008165422602109	0.0021286037364597	0.0007830166893657	0.0002236310439073	0	0.0009437343652822	0.000339726083253	0.0002159337361203	0	0	0	0	0.0006699275050809	0.0003471601260675	0	0.0001362996568892	0.0001536513971476	0.0006294746290087	0.000498262201655	0	0.0001707689587793	0.0002855686873646	0.0001728848622669	0.0001575460632569	0	0.0014954036312603	0	0.0001502606532829	0.0002133326170415	0	0.0002696985159653	0	0.000194459945493	0.0003145419863986	0	0.0007837993643053	0.0001587134854476	0.0014756572446836	0.0001576438884475	0	0.0001565424724229	0	0	0.000417767088965	0.000416354471038	0.0001448827397425	0.0001616529606976	0	0	0.0001598894392731	0	0.0003432695203813	0	0.0010433487595897	0.000446361918997	0	0	0.0001877443552302	0	0.0001364478774932	0.0007223003036936	0.0010370012420479	0.0002804649892734	0	0	0	0	0	0.0003606209093665	0	0.0020357726993586	0.0002170158636672	0.0001967274132473	0	0	0	0	0	0.0012555556553002	0	0.0002000335114924	0.0001865708697346	0	0.0001630453301818	0.0001510483062188	0	0.0005945872730013	0	0	0.0002059596787579	0.0002662157762959	0.0002288773571107	0	0.000265967970639	0.0002360862190044	0	0.0002064506388132	0.0005303469425156	0
msp_0228;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Proteus;Proteus mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001794882850772	0	0	0	0	0	0	0	0	0	0	0.0001639450541959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
msp_0229;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella sp002265625	0	0	0	0	0	0	0	0	0	0	0.0024805249591401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103095518625069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028721753556941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0309287023548489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
